wavelength_nm,absorbance
1892.67,1.455987
1893.70,1.457426
1894.72,1.471105
1895.75,1.468042
1896.78,1.487672
1897.80,1.494057
1898.83,1.504215
1899.85,1.499418
1900.88,1.511947
1901.91,1.529832
1902.93,1.536147
1903.96,1.538108
1904.98,1.550629
1906.01,1.545949
1907.03,1.562862
1908.06,1.585638
1909.09,1.571474
1910.11,1.587701
1911.14,1.576754
1912.16,1.587591
1913.19,1.587962
1914.22,1.604043
1915.24,1.604606
1916.27,1.608561
1917.29,1.619548
1918.32,1.616945
1919.35,1.631438
1920.37,1.626029
1921.40,1.634277
1922.42,1.630660
1923.45,1.634472
1924.47,1.664030
1925.50,1.646323
1926.53,1.670513
1927.55,1.664261
1928.58,1.660280
1929.60,1.662285
1930.63,1.665136
1931.66,1.677722
1932.68,1.672035
1933.71,1.680884
1934.73,1.669296
1935.76,1.671767
1936.79,1.666058
1937.81,1.691345
1938.84,1.683487
1939.86,1.677365
1940.89,1.690114
1941.91,1.693288
1942.94,1.678141
1943.97,1.688606
1944.99,1.687392
1946.02,1.710605
1947.04,1.686984
1948.07,1.693173
1949.10,1.684680
1950.12,1.695359
1951.15,1.675139
1952.17,1.686868
1953.20,1.686060
1954.23,1.697978
1955.25,1.695791
1956.28,1.689425
1957.30,1.695652
1958.33,1.681426
1959.36,1.679359
1960.38,1.694331
1961.41,1.687822
1962.43,1.665962
1963.46,1.689717
1964.48,1.672919
1965.51,1.663809
1966.54,1.677732
1967.56,1.658433
1968.59,1.673827
1969.61,1.663473
1970.64,1.655690
1971.67,1.659789
1972.69,1.645902
1973.72,1.642639
1974.74,1.640492
1975.77,1.652233
1976.80,1.641891
1977.82,1.647352
1978.85,1.646701
1979.87,1.644991
1980.90,1.626351
1981.92,1.639653
1982.95,1.630482
1983.98,1.646580
1985.00,1.627050
1986.03,1.619123
1987.05,1.614274
1988.08,1.614493
1989.11,1.607010
1990.13,1.600030
1991.16,1.609085
1992.18,1.595981
1993.21,1.609144
1994.24,1.593245
1995.26,1.598775
1996.29,1.605023
1997.31,1.591853
1998.34,1.591894
1999.36,1.594131
2000.39,1.613579
2001.42,1.595614
2002.44,1.587618
2003.47,1.577636
2004.49,1.573165
2005.52,1.571732
2006.55,1.570460
2007.57,1.573687
2008.60,1.568425
2009.62,1.566817
2010.65,1.569421
2011.68,1.560663
2012.70,1.576344
2013.73,1.569626
2014.75,1.567359
2015.78,1.561939
2016.81,1.578557
2017.83,1.569589
2018.86,1.568385
2019.88,1.573335
2020.91,1.568513
2021.93,1.563142
2022.96,1.559973
2023.99,1.560401
2025.01,1.564656
2026.04,1.556179
2027.06,1.557301
2028.09,1.558884
2029.12,1.559861
2030.14,1.553987
2031.17,1.568513
2032.19,1.545570
2033.22,1.564812
2034.25,1.548202
2035.27,1.564541
2036.30,1.562723
2037.32,1.577635
2038.35,1.547624
2039.37,1.550607
2040.40,1.566518
2041.43,1.557951
2042.45,1.561826
2043.48,1.561739
2044.50,1.576590
2045.53,1.565040
2046.56,1.558649
2047.58,1.573601
2048.61,1.571864
2049.63,1.555892
2050.66,1.545577
2051.69,1.577685
2052.71,1.568355
2053.74,1.578836
2054.76,1.566568
2055.79,1.561383
2056.81,1.564217
2057.84,1.544920
2058.87,1.564192
2059.89,1.564762
2060.92,1.569328
2061.94,1.566327
2062.97,1.568269
2064.00,1.561607
2065.02,1.559030
2066.05,1.573968
2067.07,1.559921
2068.10,1.562475
2069.13,1.572494
2070.15,1.548304
2071.18,1.558401
2072.20,1.559893
2073.23,1.546747
2074.26,1.562785
2075.28,1.550610
2076.31,1.554258
2077.33,1.565187
2078.36,1.544825
2079.38,1.547433
2080.41,1.526567
2081.44,1.526162
2082.46,1.532321
2083.49,1.546159
2084.51,1.516397
2085.54,1.523047
2086.57,1.532833
2087.59,1.537134
2088.62,1.524803
2089.64,1.509057
2090.67,1.495652
2091.70,1.512844
2092.72,1.505722
2093.75,1.493114
2094.77,1.489350
2095.80,1.486868
2096.82,1.482834
2097.85,1.482283
2098.88,1.470964
2099.90,1.472260
2100.93,1.479656
2101.95,1.459824
2102.98,1.468745
2104.01,1.460546
2105.03,1.444503
2106.06,1.431592
2107.08,1.437302
2108.11,1.415819
2109.14,1.412375
2110.16,1.414497
2111.19,1.410033
2112.21,1.400485
2113.24,1.382924
2114.26,1.391338
2115.29,1.380362
2116.32,1.382235
2117.34,1.373572
2118.37,1.369488
2119.39,1.364610
2120.42,1.337430
2121.45,1.336122
2122.47,1.342301
2123.50,1.339519
2124.52,1.348426
2125.55,1.320825
2126.58,1.334307
2127.60,1.321366
2128.63,1.315031
2129.65,1.304592
2130.68,1.300868
2131.70,1.297591
2132.73,1.281881
2133.76,1.300507
2134.78,1.280181
2135.81,1.285602
2136.83,1.291085
2137.86,1.260396
2138.89,1.265410
2139.91,1.258024
2140.94,1.258427
2141.96,1.271736
2142.99,1.244720
2144.02,1.249981
2145.04,1.253711
2146.07,1.249194
2147.09,1.241154
2148.12,1.243070
2149.15,1.253479
2150.17,1.250215
2151.20,1.232389
2152.22,1.238075
2153.25,1.243720
2154.27,1.240647
2155.30,1.245793
2156.33,1.243228
2157.35,1.227918
2158.38,1.233634
2159.40,1.218978
2160.43,1.237108
2161.46,1.233750
2162.48,1.229455
2163.51,1.222853
2164.53,1.227729
2165.56,1.235378
2166.59,1.240872
2167.61,1.224169
2168.64,1.218196
2169.66,1.231301
2170.69,1.235349
2171.71,1.227578
2172.74,1.244488
2173.77,1.225561
2174.79,1.227598
2175.82,1.215318
2176.84,1.229219
2177.87,1.215295
2178.90,1.228928
2179.92,1.215657
2180.95,1.210263
2181.97,1.220086
2183.00,1.216774
2184.03,1.226012
2185.05,1.206196
2186.08,1.209401
2187.10,1.200343
2188.13,1.218396
2189.15,1.216562
2190.18,1.196049
2191.21,1.200968
2192.23,1.207632
2193.26,1.194570
2194.28,1.195056
2195.31,1.220578
2196.34,1.187650
2197.36,1.190655
2198.39,1.187094
2199.41,1.181954
2200.44,1.187593
2201.47,1.180557
2202.49,1.176934
2203.52,1.188620
2204.54,1.169873
2205.57,1.171593
2206.60,1.178564
2207.62,1.172842
2208.65,1.158258
2209.67,1.159648
2210.70,1.170371
2211.72,1.152113
2212.75,1.156722
2213.78,1.143119
2214.80,1.142458
2215.83,1.146139
2216.85,1.145931
2217.88,1.137272
2218.91,1.139861
2219.93,1.145795
2220.96,1.141509
2221.98,1.136534
2223.01,1.139244
2224.04,1.156020
2225.06,1.152569
2226.09,1.126497
2227.11,1.135584
2228.14,1.127124
2229.16,1.135645
2230.19,1.135953
2231.22,1.137379
2232.24,1.134552
2233.27,1.142808
2234.29,1.125893
2235.32,1.139283
2236.35,1.148272
2237.37,1.118768
2238.40,1.151496
2239.42,1.131320
2240.45,1.124076
2241.48,1.146153
2242.50,1.121452
2243.53,1.144193
2244.55,1.130133
2245.58,1.145933
2246.60,1.142423
2247.63,1.128109
2248.66,1.151495
2249.68,1.129738
2250.71,1.150464
2251.73,1.132334
2252.76,1.153271
2253.79,1.140712
2254.81,1.144135
2255.84,1.143474
2256.86,1.128418
2257.89,1.154355
2258.92,1.140835
2259.94,1.149559
2260.97,1.147367
2261.99,1.132103
2263.02,1.147952
2264.04,1.145570
2265.07,1.148297
2266.10,1.149259
2267.12,1.134806
2268.15,1.164580
2269.17,1.159070
2270.20,1.153218
2271.23,1.150572
2272.25,1.143039
2273.28,1.144570
2274.30,1.162470
2275.33,1.158286
2276.36,1.152592
2277.38,1.151233
2278.41,1.161838
2279.43,1.157315
2280.46,1.163435
2281.49,1.157824
2282.51,1.145313
2283.54,1.157782
2284.56,1.142781
2285.59,1.150587
2286.61,1.147236
2287.64,1.151600
2288.67,1.149600
2289.69,1.136009
2290.72,1.137686
2291.74,1.142430
2292.77,1.132999
2293.80,1.126574
2294.82,1.142872
2295.85,1.143666
2296.87,1.145526
2297.90,1.133974
2298.93,1.134876
2299.95,1.134847
2300.98,1.121367
2302.00,1.125377
2303.03,1.136246
2304.05,1.128650
2305.08,1.130255
2306.11,1.131792
2307.13,1.125332
2308.16,1.134811
2309.18,1.115569
2310.21,1.140442
2311.24,1.112631
2312.26,1.122466
2313.29,1.130512
2314.31,1.115029
2315.34,1.096195
2316.37,1.118750
2317.39,1.113274
2318.42,1.098504
2319.44,1.107075
2320.47,1.124253
2321.49,1.087841
2322.52,1.099158
2323.55,1.098413
2324.57,1.093466
2325.60,1.093810
2326.62,1.092242
2327.65,1.098273
2328.68,1.097909
2329.70,1.103405
2330.73,1.103066
2331.75,1.099150
2332.78,1.070219
2333.81,1.083963
2334.83,1.091641
2335.86,1.083725
2336.88,1.090406
2337.91,1.083597
2338.94,1.066451
2339.96,1.099835
2340.99,1.087835
2342.01,1.077693
2343.04,1.081615
2344.06,1.091771
2345.09,1.085741
2346.12,1.078959
2347.14,1.086609
2348.17,1.084808
2349.19,1.069847
2350.22,1.069653
2351.25,1.076095
2352.27,1.090927
2353.30,1.077384
2354.32,1.079827
2355.35,1.090380
2356.38,1.069256
2357.40,1.084432
2358.43,1.069930
2359.45,1.083811
2360.48,1.075590
2361.50,1.085823
2362.53,1.089636
2363.56,1.080867
2364.58,1.055703
2365.61,1.063102
2366.63,1.074805
2367.66,1.084066
2368.69,1.059910
2369.71,1.080651
2370.74,1.058683
2371.76,1.086285
2372.79,1.086702
2373.82,1.082516
2374.84,1.075821
2375.87,1.076490
2376.89,1.070054
2377.92,1.071716
2378.94,1.080601
2379.97,1.083421
2381.00,1.073814
2382.02,1.081142
2383.05,1.074562
2384.07,1.078132
2385.10,1.081977
2386.13,1.077301
2387.15,1.072223
2388.18,1.079084
2389.20,1.092960
2390.23,1.088862
2391.26,1.082255
2392.28,1.081120
2393.31,1.066157
2394.33,1.070222
2395.36,1.082281
2396.38,1.080767
2397.41,1.075637
2398.44,1.078493
2399.46,1.080763
2400.49,1.092437
2401.51,1.091758
2402.54,1.083642
2403.57,1.087457
2404.59,1.078274
2405.62,1.083740
2406.64,1.085600
2407.67,1.083639
2408.70,1.080702
2409.72,1.103221
2410.75,1.100001
2411.77,1.085891
2412.80,1.088364
2413.83,1.091430
2414.85,1.092787
2415.88,1.098258
2416.90,1.083758
2417.93,1.094564
2418.95,1.074727
2419.98,1.098046
2421.01,1.093072
2422.03,1.094446
2423.06,1.091376
2424.08,1.093662
2425.11,1.089416
2426.14,1.102275
2427.16,1.103007
2428.19,1.084784
2429.21,1.095719
2430.24,1.079519
2431.27,1.103661
2432.29,1.083583
2433.32,1.107032
2434.34,1.102199
2435.37,1.095118
2436.39,1.096768
2437.42,1.085459
2438.45,1.116200
2439.47,1.089835
2440.50,1.092223
2441.52,1.104416
2442.55,1.091178
2443.58,1.095922
2444.60,1.104206
2445.63,1.105918
2446.65,1.108852
2447.68,1.111960
2448.71,1.103035
2449.73,1.111083
2450.76,1.107840
2451.78,1.104041
2452.81,1.100925
2453.83,1.103211
2454.86,1.111361
2455.89,1.108919
2456.91,1.096976
2457.94,1.106891
2458.96,1.102757
2459.99,1.102976
2461.02,1.106948
2462.04,1.120085
2463.07,1.107789
2464.09,1.106818
2465.12,1.117288
2466.15,1.113909
2467.17,1.109659
2468.20,1.108934
2469.22,1.105794
2470.25,1.104293
2471.28,1.110609
2472.30,1.094050
2473.33,1.110946
2474.35,1.100556
2475.38,1.109693
2476.40,1.116978
2477.43,1.115211
2478.46,1.115788
2479.48,1.114687
2480.51,1.112183
2481.53,1.110078
2482.56,1.112473
2483.59,1.109344
2484.61,1.134961
2485.64,1.127241
2486.66,1.113753
2487.69,1.117134
2488.72,1.118923
2489.74,1.118445
2490.77,1.114566
2491.79,1.105423
2492.82,1.128908
2493.84,1.116813
2494.87,1.115777
2495.90,1.127184
2496.92,1.127331
2497.95,1.120809
2498.97,1.120592
2500.00,1.121459
