wavelength_nm,absorbance
1892.67,1.489937
1893.70,1.500854
1894.72,1.499535
1895.75,1.514363
1896.78,1.518944
1897.80,1.522781
1898.83,1.537917
1899.85,1.544110
1900.88,1.543310
1901.91,1.549511
1902.93,1.563267
1903.96,1.569533
1904.98,1.584831
1906.01,1.576294
1907.03,1.592535
1908.06,1.598315
1909.09,1.616717
1910.11,1.601434
1911.14,1.617193
1912.16,1.622970
1913.19,1.638101
1914.22,1.639531
1915.24,1.642454
1916.27,1.638172
1917.29,1.654302
1918.32,1.654101
1919.35,1.654131
1920.37,1.652186
1921.40,1.663039
1922.42,1.670216
1923.45,1.671992
1924.47,1.676863
1925.50,1.676933
1926.53,1.692302
1927.55,1.683654
1928.58,1.695194
1929.60,1.695729
1930.63,1.702520
1931.66,1.701037
1932.68,1.694447
1933.71,1.702734
1934.73,1.712344
1935.76,1.713328
1936.79,1.710845
1937.81,1.716817
1938.84,1.699823
1939.86,1.708151
1940.89,1.712177
1941.91,1.711781
1942.94,1.721467
1943.97,1.720469
1944.99,1.718082
1946.02,1.718454
1947.04,1.719026
1948.07,1.721000
1949.10,1.726942
1950.12,1.712624
1951.15,1.730609
1952.17,1.716917
1953.20,1.730445
1954.23,1.720103
1955.25,1.711920
1956.28,1.703415
1957.30,1.710697
1958.33,1.700942
1959.36,1.724224
1960.38,1.704810
1961.41,1.707511
1962.43,1.705998
1963.46,1.715353
1964.48,1.686175
1965.51,1.682204
1966.54,1.687757
1967.56,1.697962
1968.59,1.689516
1969.61,1.685713
1970.64,1.691106
1971.67,1.676839
1972.69,1.659664
1973.72,1.661524
1974.74,1.668344
1975.77,1.654917
1976.80,1.663269
1977.82,1.657550
1978.85,1.648970
1979.87,1.646647
1980.90,1.644576
1981.92,1.648946
1982.95,1.655168
1983.98,1.639390
1985.00,1.635346
1986.03,1.638039
1987.05,1.616650
1988.08,1.616555
1989.11,1.625687
1990.13,1.624370
1991.16,1.607239
1992.18,1.613970
1993.21,1.599176
1994.24,1.601630
1995.26,1.595195
1996.29,1.595507
1997.31,1.579727
1998.34,1.582550
1999.36,1.574476
2000.39,1.572327
2001.42,1.577625
2002.44,1.566457
2003.47,1.562506
2004.49,1.569120
2005.52,1.561219
2006.55,1.542879
2007.57,1.559909
2008.60,1.555090
2009.62,1.549933
2010.65,1.537660
2011.68,1.555529
2012.70,1.545199
2013.73,1.533417
2014.75,1.520309
2015.78,1.531595
2016.81,1.531611
2017.83,1.519681
2018.86,1.537686
2019.88,1.525008
2020.91,1.524333
2021.93,1.507346
2022.96,1.520591
2023.99,1.529353
2025.01,1.513667
2026.04,1.516887
2027.06,1.516246
2028.09,1.517049
2029.12,1.504093
2030.14,1.516458
2031.17,1.504659
2032.19,1.514022
2033.22,1.502883
2034.25,1.514738
2035.27,1.517835
2036.30,1.504508
2037.32,1.496669
2038.35,1.514625
2039.37,1.495137
2040.40,1.502891
2041.43,1.497910
2042.45,1.501883
2043.48,1.489363
2044.50,1.490763
2045.53,1.503450
2046.56,1.504576
2047.58,1.508718
2048.61,1.493832
2049.63,1.506193
2050.66,1.508214
2051.69,1.501751
2052.71,1.505842
2053.74,1.515111
2054.76,1.512867
2055.79,1.504225
2056.81,1.498099
2057.84,1.505279
2058.87,1.500129
2059.89,1.502753
2060.92,1.501523
2061.94,1.504527
2062.97,1.500187
2064.00,1.503305
2065.02,1.506162
2066.05,1.495423
2067.07,1.491677
2068.10,1.495272
2069.13,1.492960
2070.15,1.497627
2071.18,1.502925
2072.20,1.496254
2073.23,1.499732
2074.26,1.493910
2075.28,1.490412
2076.31,1.490183
2077.33,1.491683
2078.36,1.485345
2079.38,1.486009
2080.41,1.495726
2081.44,1.487770
2082.46,1.481693
2083.49,1.455922
2084.51,1.484767
2085.54,1.485028
2086.57,1.485178
2087.59,1.471783
2088.62,1.465392
2089.64,1.459060
2090.67,1.462226
2091.70,1.460979
2092.72,1.455429
2093.75,1.451409
2094.77,1.455405
2095.80,1.451562
2096.82,1.434247
2097.85,1.431427
2098.88,1.427903
2099.90,1.425119
2100.93,1.434182
2101.95,1.425159
2102.98,1.425570
2104.01,1.402375
2105.03,1.408004
2106.06,1.397919
2107.08,1.405120
2108.11,1.385764
2109.14,1.389570
2110.16,1.382615
2111.19,1.363155
2112.21,1.362793
2113.24,1.360399
2114.26,1.350906
2115.29,1.339195
2116.32,1.346324
2117.34,1.350142
2118.37,1.332366
2119.39,1.330055
2120.42,1.315794
2121.45,1.335084
2122.47,1.314858
2123.50,1.302250
2124.52,1.318259
2125.55,1.307329
2126.58,1.289400
2127.60,1.293065
2128.63,1.272099
2129.65,1.292271
2130.68,1.273212
2131.70,1.283777
2132.73,1.276299
2133.76,1.261765
2134.78,1.246278
2135.81,1.266411
2136.83,1.252036
2137.86,1.254294
2138.89,1.242844
2139.91,1.250867
2140.94,1.232084
2141.96,1.233541
2142.99,1.234049
2144.02,1.229053
2145.04,1.229955
2146.07,1.242795
2147.09,1.224128
2148.12,1.213119
2149.15,1.215986
2150.17,1.209815
2151.20,1.200099
2152.22,1.218938
2153.25,1.202191
2154.27,1.218860
2155.30,1.219646
2156.33,1.199402
2157.35,1.216110
2158.38,1.222568
2159.40,1.202800
2160.43,1.197338
2161.46,1.192147
2162.48,1.203767
2163.51,1.196116
2164.53,1.200592
2165.56,1.196110
2166.59,1.207181
2167.61,1.195708
2168.64,1.189312
2169.66,1.200241
2170.69,1.196965
2171.71,1.197574
2172.74,1.185031
2173.77,1.189614
2174.79,1.180176
2175.82,1.187632
2176.84,1.175557
2177.87,1.186939
2178.90,1.180696
2179.92,1.185452
2180.95,1.176148
2181.97,1.170570
2183.00,1.197158
2184.03,1.179502
2185.05,1.170525
2186.08,1.169413
2187.10,1.172540
2188.13,1.174893
2189.15,1.181391
2190.18,1.169361
2191.21,1.160584
2192.23,1.186354
2193.26,1.170872
2194.28,1.164109
2195.31,1.153297
2196.34,1.165086
2197.36,1.155141
2198.39,1.152541
2199.41,1.160115
2200.44,1.154854
2201.47,1.147889
2202.49,1.154545
2203.52,1.147188
2204.54,1.138137
2205.57,1.149143
2206.60,1.140560
2207.62,1.148590
2208.65,1.145365
2209.67,1.139094
2210.70,1.125884
2211.72,1.125264
2212.75,1.140678
2213.78,1.127379
2214.80,1.128290
2215.83,1.124251
2216.85,1.132900
2217.88,1.140339
2218.91,1.126171
2219.93,1.130692
2220.96,1.133531
2221.98,1.129547
2223.01,1.127662
2224.04,1.118951
2225.06,1.141080
2226.09,1.120645
2227.11,1.134369
2228.14,1.125517
2229.16,1.108715
2230.19,1.133048
2231.22,1.124146
2232.24,1.142415
2233.27,1.131538
2234.29,1.135867
2235.32,1.130991
2236.35,1.125988
2237.37,1.139404
2238.40,1.134966
2239.42,1.140223
2240.45,1.124792
2241.48,1.125076
2242.50,1.137788
2243.53,1.139847
2244.55,1.139429
2245.58,1.149076
2246.60,1.130036
2247.63,1.144894
2248.66,1.154216
2249.68,1.157780
2250.71,1.148058
2251.73,1.142061
2252.76,1.130816
2253.79,1.142425
2254.81,1.149409
2255.84,1.154610
2256.86,1.152327
2257.89,1.140144
2258.92,1.163943
2259.94,1.149625
2260.97,1.162652
2261.99,1.148256
2263.02,1.158843
2264.04,1.150947
2265.07,1.158776
2266.10,1.142274
2267.12,1.150095
2268.15,1.166197
2269.17,1.153670
2270.20,1.147837
2271.23,1.153093
2272.25,1.146293
2273.28,1.156729
2274.30,1.164973
2275.33,1.149699
2276.36,1.154406
2277.38,1.146357
2278.41,1.162383
2279.43,1.152972
2280.46,1.148891
2281.49,1.158584
2282.51,1.155430
2283.54,1.165558
2284.56,1.162600
2285.59,1.145537
2286.61,1.149709
2287.64,1.136512
2288.67,1.150335
2289.69,1.151211
2290.72,1.146089
2291.74,1.147606
2292.77,1.146306
2293.80,1.160791
2294.82,1.143682
2295.85,1.144068
2296.87,1.150172
2297.90,1.151857
2298.93,1.142566
2299.95,1.137353
2300.98,1.146570
2302.00,1.136241
2303.03,1.125082
2304.05,1.134099
2305.08,1.128389
2306.11,1.129490
2307.13,1.130064
2308.16,1.131625
2309.18,1.122836
2310.21,1.126238
2311.24,1.131889
2312.26,1.108935
2313.29,1.130092
2314.31,1.124565
2315.34,1.114767
2316.37,1.108500
2317.39,1.115287
2318.42,1.113419
2319.44,1.105525
2320.47,1.092892
2321.49,1.125431
2322.52,1.100210
2323.55,1.095444
2324.57,1.100446
2325.60,1.096563
2326.62,1.083974
2327.65,1.097327
2328.68,1.099817
2329.70,1.121593
2330.73,1.117978
2331.75,1.104545
2332.78,1.083644
2333.81,1.098167
2334.83,1.083799
2335.86,1.069734
2336.88,1.089212
2337.91,1.099437
2338.94,1.097646
2339.96,1.101112
2340.99,1.095751
2342.01,1.091722
2343.04,1.085231
2344.06,1.073191
2345.09,1.080319
2346.12,1.087219
2347.14,1.084425
2348.17,1.079512
2349.19,1.086948
2350.22,1.086538
2351.25,1.063919
2352.27,1.073911
2353.30,1.094835
2354.32,1.075052
2355.35,1.068310
2356.38,1.071787
2357.40,1.077472
2358.43,1.074928
2359.45,1.085293
2360.48,1.093703
2361.50,1.094337
2362.53,1.079852
2363.56,1.073516
2364.58,1.077502
2365.61,1.072446
2366.63,1.086626
2367.66,1.079122
2368.69,1.064818
2369.71,1.062351
2370.74,1.078089
2371.76,1.081600
2372.79,1.084825
2373.82,1.063331
2374.84,1.099352
2375.87,1.078720
2376.89,1.090398
2377.92,1.087739
2378.94,1.069175
2379.97,1.074532
2381.00,1.070189
2382.02,1.092275
2383.05,1.084232
2384.07,1.084226
2385.10,1.101604
2386.13,1.091863
2387.15,1.093436
2388.18,1.063375
2389.20,1.080588
2390.23,1.079604
2391.26,1.081754
2392.28,1.093870
2393.31,1.093297
2394.33,1.071536
2395.36,1.088965
2396.38,1.096104
2397.41,1.091179
2398.44,1.074206
2399.46,1.088732
2400.49,1.087197
2401.51,1.097562
2402.54,1.089386
2403.57,1.074852
2404.59,1.086200
2405.62,1.092024
2406.64,1.084389
2407.67,1.087432
2408.70,1.093379
2409.72,1.078370
2410.75,1.097019
2411.77,1.090152
2412.80,1.089604
2413.83,1.081273
2414.85,1.088486
2415.88,1.102179
2416.90,1.098905
2417.93,1.083156
2418.95,1.099099
2419.98,1.090995
2421.01,1.093126
2422.03,1.080143
2423.06,1.101660
2424.08,1.096054
2425.11,1.105671
2426.14,1.112084
2427.16,1.087650
2428.19,1.096866
2429.21,1.075367
2430.24,1.107185
2431.27,1.102614
2432.29,1.101282
2433.32,1.100110
2434.34,1.100424
2435.37,1.115624
2436.39,1.080227
2437.42,1.106795
2438.45,1.095415
2439.47,1.099562
2440.50,1.094309
2441.52,1.095634
2442.55,1.104398
2443.58,1.096424
2444.60,1.113191
2445.63,1.112596
2446.65,1.100371
2447.68,1.098858
2448.71,1.092195
2449.73,1.108642
2450.76,1.102242
2451.78,1.114664
2452.81,1.110686
2453.83,1.105353
2454.86,1.106200
2455.89,1.118459
2456.91,1.100856
2457.94,1.103679
2458.96,1.088891
2459.99,1.113203
2461.02,1.113683
2462.04,1.113224
2463.07,1.115227
2464.09,1.101754
2465.12,1.104927
2466.15,1.121582
2467.17,1.110799
2468.20,1.126958
2469.22,1.113236
2470.25,1.116289
2471.28,1.138806
2472.30,1.137010
2473.33,1.112675
2474.35,1.111795
2475.38,1.113724
2476.40,1.102185
2477.43,1.109132
2478.46,1.112778
2479.48,1.126905
2480.51,1.130419
2481.53,1.133873
2482.56,1.129964
2483.59,1.116863
2484.61,1.126988
2485.64,1.134342
2486.66,1.110456
2487.69,1.111893
2488.72,1.133876
2489.74,1.120267
2490.77,1.120564
2491.79,1.112330
2492.82,1.108156
2493.84,1.116762
2494.87,1.113531
2495.90,1.121118
2496.92,1.126750
2497.95,1.129583
2498.97,1.133775
2500.00,1.126006
